date_time,lat,lng,depth,magnitude,area
2020-1-2 13:15:3.1,32°8.2'N,130°3.2'E,8,1.1,天草灘
2020-1-2 13:16:25.2,36°33.1'N,141°17.1'E,45,1.7,茨城県沖
2020-1-2 13:19:26.9,37°19.1'N,141°20.9'E,21,1.0,福島県沖
2020-1-2 13:20:16.2,36°49.7'N,138°35.9'E,1,0.7,長野県北部
2020-1-2 13:22:5.3,43°21.8'N,143°5.8'E,0,0.1,十勝地方北部
2020-1-2 13:24:4.2,36°3.1'N,137°33.8'E,7,-0.1,岐阜県飛騨地方
2020-1-2 13:24:21.9,43°22.1'N,143°5.4'E,5,0.2,十勝地方北部
2020-1-2 13:25:24.5,35°53.5'N,140°55.2'E,17,1.2,茨城県沖
2020-1-2 13:26:37.2,36°3.5'N,137°34.2'E,8,0.2,岐阜県飛騨地方
2020-1-2 13:27:34.0,36°7.6'N,140°55.1'E,42,0.9,茨城県沖
2020-1-2 13:29:6.3,26°15.3'N,129°28.1'E,45,1.9,沖縄本島近海
2020-1-2 13:29:24.0,36°13.3'N,140°51.8'E,43,1.0,茨城県沖
2020-1-2 13:31:11.7,39°20.2'N,142°5.1'E,45,1.4,岩手県沖
2020-1-2 13:33:49.9,32°32.2'N,130°41.8'E,6,-0.1,熊本県熊本地方
2020-1-2 13:37:38.0,40°22.1'N,142°14.2'E,39,1.1,岩手県沖
2020-1-2 13:38:0.9,36°47.1'N,140°32.7'E,8,0.4,茨城県北部
2020-1-2 13:42:29.2,32°53.5'N,130°51.1'E,9,0.1,熊本県熊本地方
2020-1-2 13:44:44.2,36°52.6'N,140°34.8'E,6,0.3,福島県中通り
2020-1-2 13:47:12.2,34°23.5'N,139°8.0'E,16,1.2,新島・神津島近海
2020-1-2 13:53:9.4,32°51.9'N,130°52.7'E,12,0.0,熊本県熊本地方
2020-1-2 13:55:52.1,34°1.3'N,135°8.6'E,6,0.0,紀伊水道
2020-1-2 13:56:42.0,34°58.6'N,135°40.2'E,13,1.0,京都府南部
2020-1-2 14:08:46.4,37°17.5'N,140°59.1'E,29,0.6,福島県浜通り
2020-1-2 14:09:43.5,35°51.3'N,140°27.4'E,36,0.6,千葉県北西部
2020-1-2 14:12:17.7,32°28.8'N,130°30.7'E,5,0.1,熊本県天草・芦北地方
2020-1-2 14:12:51.9,36°26.0'N,139°52.9'E,118,0.9,栃木県南部
2020-1-2 14:13:50.6,38°8.2'N,141°19.3'E,61,1.8,宮城県沖
2020-1-2 14:14:1.4,34°50.2'N,135°35.9'E,7,0.2,大阪府北部
2020-1-2 14:14:53.7,32°45.4'N,130°33.9'E,12,0.4,有明海
2020-1-2 14:16:49.6,36°48.3'N,140°33.2'E,7,0.7,茨城県北部
2020-1-2 14:17:41.7,36°48.6'N,140°32.7'E,7,0.0,茨城県北部
2020-1-2 14:18:34.1,35°56.6'N,139°33.4'E,41,0.5,埼玉県南部
2020-1-2 14:20:11.6,24°11.6'N,123°48.8'E,17,1.2,西表島付近
2020-1-2 14:24:46.5,36°35.3'N,141°3.1'E,35,0.9,茨城県沖
2020-1-2 14:27:17.0,32°43.0'N,131°14.8'E,13,1.2,宮崎県北部山沿い
2020-1-2 14:31:46.0,37°0.2'N,140°35.8'E,9,0.4,福島県中通り
2020-1-2 14:35:0.4,27°31.8'N,129°9.1'E,22,0.9,奄美大島近海
2020-1-2 14:38:55.7,33°7.2'N,129°32.4'E,10,0.9,五島列島近海
2020-1-2 14:40:38.4,32°39.5'N,130°0.1'E,14,0.5,橘湾
2020-1-2 14:42:45.7,36°46.6'N,141°38.4'E,50,2.4,福島県沖
2020-1-2 14:43:18.6,32°49.7'N,132°16.6'E,34,0.4,豊後水道
2020-1-2 14:47:27.4,34°12.7'N,135°11.5'E,3,0.4,和歌山県北部
2020-1-2 14:48:14.7,34°10.3'N,135°29.7'E,7,0.2,和歌山県北部
2020-1-2 14:54:1.6,36°45.7'N,140°34.3'E,8,0.8,茨城県北部
2020-1-2 14:55:17.5,33°51.3'N,134°57.7'E,43,1.5,紀伊水道
2020-1-2 14:55:59.9,36°45.9'N,140°34.0'E,8,0.0,茨城県北部
2020-1-2 14:56:52.3,36°45.8'N,140°33.9'E,8,-0.3,茨城県北部
2020-1-2 14:59:11.6,32°10.2'N,131°6.1'E,97,1.6,熊本県球磨地方
2020-1-2 15:00:11.3,31°8.3'N,131°29.3'E,30,1.0,大隅半島東方沖
2020-1-2 15:07:48.4,35°35.0'N,137°56.6'E,15,0.0,長野県南部
2020-1-2 15:08:18.1,39°4.4'N,142°22.4'E,34,2.4,岩手県沖
2020-1-2 15:08:31.7,35°12.1'N,132°33.7'E,10,0.6,島根県西部
2020-1-2 15:13:51.7,33°1.1'N,131°10.5'E,10,0.3,熊本県阿蘇地方
2020-1-2 15:15:12.1,34°58.4'N,137°25.2'E,34,0.5,愛知県東部
2020-1-2 15:26:18.5,35°43.3'N,140°39.8'E,46,0.8,千葉県北東部
2020-1-2 15:27:39.8,32°51.8'N,130°50.3'E,12,0.1,熊本県熊本地方
2020-1-2 15:28:55.2,35°36.9'N,136°36.1'E,8,0.9,岐阜県美濃中西部
2020-1-2 15:34:44.4,35°26.8'N,133°58.0'E,8,0.9,鳥取県東部
2020-1-2 15:35:0.6,33°51.2'N,135°39.6'E,44,0.2,和歌山県南部
2020-1-2 15:36:26.7,34°6.1'N,131°6.3'E,11,0.1,山口県西部
2020-1-2 15:37:42.1,29°53.9'N,131°55.2'E,52,2.0,種子島南東沖
2020-1-2 15:40:34.0,36°33.9'N,139°48.7'E,97,0.8,栃木県南部
2020-1-2 15:45:5.3,38°26.4'N,141°59.0'E,35,1.1,宮城県沖
2020-1-2 15:47:9.6,35°36.3'N,139°41.5'E,25,0.6,東京都２３区
2020-1-2 15:48:54.4,27°4.3'N,127°30.1'E,86,1.7,沖縄本島近海
2020-1-2 15:48:56.8,36°34.7'N,139°24.2'E,7,0.1,群馬県南部
2020-1-2 15:52:36.6,38°22.8'N,142°5.5'E,52,2.0,宮城県沖
2020-1-2 15:54:28.7,24°45.0'N,125°15.1'E,45,2.3,宮古島近海
2020-1-2 15:55:47.7,32°8.0'N,130°3.6'E,7,1.3,天草灘
2020-1-2 16:09:6.6,34°4.3'N,135°20.3'E,5,-,和歌山県北部
2020-1-2 16:12:9.4,34°4.7'N,135°12.1'E,4,-0.2,和歌山県北部
2020-1-2 16:13:19.7,28°6.4'N,129°9.6'E,1,0.6,奄美大島近海
2020-1-2 16:14:15.9,33°38.8'N,135°34.1'E,24,-0.1,和歌山県南部
2020-1-2 16:17:7.1,37°7.9'N,142°2.3'E,35,1.6,福島県沖
2020-1-2 16:17:29.1,32°45.5'N,130°33.9'E,12,0.3,有明海
2020-1-2 16:17:35.1,36°49.1'N,138°35.5'E,2,0.4,長野県北部
2020-1-2 16:20:10.1,32°47.8'N,130°31.2'E,9,-0.4,有明海
2020-1-2 16:22:26.4,35°2.6'N,137°54.0'E,19,0.0,静岡県西部
2020-1-2 16:22:29.2,35°21.8'N,138°51.3'E,14,1.7,静岡県東部
2020-1-2 16:24:7.3,34°13.5'N,136°31.3'E,29,0.4,三重県南東沖
2020-1-2 16:29:48.0,29°16.7'N,129°45.6'E,70,1.9,トカラ列島近海
2020-1-2 16:32:3.7,35°26.9'N,133°50.1'E,9,0.1,鳥取県中部
2020-1-2 16:32:42.9,26°12.3'N,129°30.0'E,45,2.7,沖縄本島近海
2020-1-2 16:36:18.9,35°38.9'N,136°46.2'E,15,0.3,岐阜県美濃中西部
2020-1-2 16:36:38.9,25°24.8'N,122°38.8'E,253,-,石垣島北西沖
2020-1-2 16:40:54.9,32°57.4'N,132°31.8'E,15,0.8,愛媛県南予
2020-1-2 16:41:18.4,40°10.9'N,141°9.0'E,11,0.2,岩手県内陸北部
2020-1-2 16:42:6.7,39°52.5'N,142°1.7'E,12,1.0,岩手県沖
2020-1-2 16:46:31.0,36°34.8'N,139°23.8'E,6,1.1,群馬県南部
2020-1-2 16:51:55.4,37°29.2'N,137°15.4'E,11,1.2,石川県能登地方
2020-1-2 16:52:36.3,35°48.9'N,140°53.2'E,34,1.1,千葉県東方沖
2020-1-2 16:56:15.8,34°8.1'N,135°4.5'E,3,0.6,紀伊水道
2020-1-2 16:57:4.2,35°22.1'N,138°51.4'E,16,0.1,静岡県東部
2020-1-2 16:59:6.6,35°19.0'N,133°19.2'E,10,0.5,鳥取県西部
2020-1-2 17:07:24.2,39°52.4'N,142°1.4'E,12,0.4,岩手県沖
2020-1-2 17:07:28.8,33°48.2'N,135°35.9'E,25,0.7,和歌山県南部
2020-1-2 17:07:56.5,34°9.7'N,135°8.5'E,4,0.7,紀伊水道
2020-1-2 17:09:17.5,28°19.5'N,129°38.1'E,33,0.4,奄美大島近海
2020-1-2 17:16:8.0,35°47.6'N,140°54.8'E,31,1.9,千葉県東方沖
2020-1-2 17:16:10.9,34°52.5'N,135°37.1'E,10,0.2,大阪府北部
2020-1-2 17:17:47.1,36°46.6'N,140°34.3'E,7,-0.1,茨城県北部
2020-1-2 17:17:58.2,38°53.7'N,141°18.1'E,105,-,岩手県内陸南部
2020-1-2 17:18:28.7,33°39.2'N,135°21.6'E,17,0.5,和歌山県南方沖
2020-1-2 17:19:7.2,33°32.0'N,135°16.0'E,22,0.4,和歌山県南方沖
2020-1-2 17:21:15.5,24°2.1'N,123°32.7'E,22,0.8,西表島付近
2020-1-2 17:21:48.0,33°51.6'N,135°21.9'E,43,-0.1,和歌山県北部
2020-1-2 17:27:14.2,35°44.6'N,140°51.9'E,30,0.6,千葉県北東部
2020-1-2 17:27:49.2,35°47.8'N,140°54.5'E,30,1.7,千葉県東方沖
2020-1-2 17:28:2.7,32°30.6'N,130°39.2'E,8,0.5,熊本県熊本地方
2020-1-2 17:28:4.5,35°45.4'N,140°52.5'E,29,1.2,千葉県東方沖
2020-1-2 17:33:5.8,32°8.4'N,130°32.0'E,8,1.2,熊本県天草・芦北地方
2020-1-2 17:36:2.8,35°44.9'N,140°52.0'E,30,0.9,千葉県北東部
2020-1-2 17:41:34.3,35°54.9'N,136°44.0'E,8,-0.3,福井県嶺北
2020-1-2 17:44:11.5,35°22.0'N,138°51.1'E,13,0.3,静岡県東部
2020-1-2 17:44:15.4,36°5.5'N,140°57.0'E,30,0.8,茨城県沖
2020-1-2 17:47:15.5,35°40.5'N,140°47.4'E,17,0.5,千葉県東方沖
2020-1-2 17:50:51.8,34°4.5'N,135°11.7'E,6,0.4,和歌山県北部
2020-1-2 17:51:8.3,32°53.8'N,132°6.9'E,11,0.4,豊後水道
2020-1-2 17:53:33.5,35°22.1'N,138°51.2'E,15,0.0,静岡県東部
2020-1-2 17:54:15.6,28°1.9'N,129°21.2'E,18,0.7,奄美大島近海
2020-1-2 17:55:34.4,36°15.8'N,137°34.0'E,3,-0.2,岐阜県飛騨地方
2020-1-2 17:57:24.7,36°22.8'N,140°52.5'E,42,0.8,茨城県沖
2020-1-2 17:58:15.8,33°27.5'N,135°42.2'E,23,1.3,和歌山県南方沖
2020-1-2 18:11:35.0,39°31.8'N,142°45.1'E,23,1.4,岩手県沖
2020-1-2 18:13:22.8,25°34.0'N,125°58.1'E,74,2.4,宮古島近海
2020-1-2 18:16:56.5,32°33.0'N,130°1.8'E,12,0.2,天草灘
2020-1-2 18:20:17.0,35°43.6'N,140°53.8'E,35,0.8,千葉県東方沖
2020-1-2 18:30:44.7,36°46.7'N,140°34.3'E,7,0.0,茨城県北部
2020-1-2 18:30:48.7,35°34.7'N,139°29.1'E,24,0.1,神奈川県東部
2020-1-2 18:31:32.9,36°3.3'N,137°33.9'E,9,0.3,岐阜県飛騨地方
2020-1-2 18:33:41.0,32°36.3'N,130°41.9'E,6,-0.3,熊本県熊本地方
2020-1-2 18:38:3.1,35°22.0'N,138°51.0'E,13,0.3,静岡県東部
2020-1-2 18:42:28.4,36°46.7'N,140°34.1'E,7,-0.2,茨城県北部
2020-1-2 18:43:26.5,36°46.3'N,140°34.3'E,7,0.1,茨城県北部
2020-1-2 18:45:2.9,32°22.9'N,130°40.6'E,9,-0.3,熊本県熊本地方
2020-1-2 18:46:3.8,36°20.7'N,139°58.5'E,74,0.4,茨城県南部
2020-1-2 18:48:46.1,27°58.2'N,129°30.8'E,29,0.9,奄美大島近海
2020-1-2 18:51:11.9,33°42.9'N,131°44.2'E,95,1.2,伊予灘
2020-1-2 18:54:30.4,37°19.4'N,141°40.3'E,44,1.7,福島県沖
2020-1-2 18:55:51.8,37°59.5'N,141°51.8'E,43,1.3,宮城県沖
2020-1-2 18:57:53.4,36°48.2'N,137°40.2'E,254,2.5,富山県東部
2020-1-2 19:00:28.8,37°13.6'N,141°24.2'E,41,0.8,福島県沖
2020-1-2 19:01:40.7,31°56.8'N,130°55.5'E,7,-0.5,宮崎県南部山沿い
2020-1-2 19:04:47.4,30°23.9'N,131°17.8'E,29,1.3,種子島近海
2020-1-2 19:05:20.7,31°57.1'N,130°55.5'E,6,0.4,宮崎県南部山沿い
2020-1-2 19:05:57.1,33°6.6'N,129°36.6'E,13,0.2,五島列島近海
2020-1-2 19:09:25.5,33°30.6'N,135°16.0'E,23,0.6,和歌山県南方沖
2020-1-2 19:10:51.9,35°51.4'N,137°35.7'E,8,0.0,長野県南部
2020-1-2 19:13:47.4,36°34.6'N,139°12.5'E,8,0.2,群馬県南部
2020-1-2 19:14:27.4,23°23.0'N,121°29.4'E,39,3.2,台湾付近
2020-1-2 19:23:38.5,36°15.6'N,140°48.0'E,43,0.7,茨城県沖
2020-1-2 19:27:48.3,36°14.0'N,137°33.0'E,5,0.0,岐阜県飛騨地方
2020-1-2 19:28:24.4,34°59.0'N,132°21.1'E,7,0.3,島根県西部
2020-1-2 19:30:22.3,37°5.3'N,141°9.4'E,49,1.7,福島県沖
2020-1-2 19:31:42.7,31°36.5'N,131°51.1'E,39,1.6,日向灘
2020-1-2 19:32:33.7,40°16.7'N,145°12.5'E,45,3.1,三陸沖
2020-1-2 19:37:24.1,32°45.3'N,130°43.2'E,12,-0.3,熊本県熊本地方
2020-1-2 19:40:13.1,35°15.8'N,134°54.9'E,12,0.3,兵庫県北部
2020-1-2 19:40:26.2,32°8.4'N,130°3.7'E,7,1.8,天草灘
2020-1-2 19:51:52.9,38°59.9'N,142°8.3'E,50,0.6,宮城県沖
2020-1-2 19:54:11.0,32°7.9'N,130°3.7'E,8,1.0,天草灘
2020-1-2 19:55:42.7,32°42.9'N,131°15.0'E,13,0.0,宮崎県北部山沿い
2020-1-2 19:56:12.7,35°17.3'N,140°12.0'E,14,1.0,千葉県北西部
2020-1-2 19:59:25.2,35°56.1'N,141°12.3'E,23,2.4,茨城県沖
2020-1-2 20:00:33.0,39°6.9'N,142°5.4'E,42,0.5,岩手県沖
2020-1-2 20:02:45.9,38°51.2'N,141°31.3'E,72,-,宮城県北部
2020-1-2 20:08:53.3,32°44.5'N,130°36.0'E,10,-0.1,有明海
2020-1-2 20:13:23.8,30°38.3'N,131°32.8'E,24,1.8,九州地方南東沖
2020-1-2 20:16:4.5,33°51.9'N,134°58.9'E,13,0.1,紀伊水道
2020-1-2 20:16:26.4,36°57.4'N,138°27.1'E,12,0.3,長野県北部
2020-1-2 20:23:5.6,32°45.0'N,130°43.4'E,13,0.2,熊本県熊本地方
2020-1-2 20:23:35.6,35°30.4'N,135°56.6'E,13,0.7,福井県嶺南
2020-1-2 20:33:25.2,24°45.1'N,121°41.2'E,85,3.1,台湾付近
2020-1-2 20:40:27.0,43°24.5'N,143°4.6'E,6,0.9,十勝地方北部
2020-1-2 20:41:13.3,33°13.0'N,132°22.3'E,41,0.6,豊後水道
2020-1-2 20:41:33.2,31°32.3'N,130°16.4'E,3,0.0,薩摩半島西方沖
2020-1-2 20:43:48.6,36°47.0'N,140°34.7'E,8,0.8,茨城県北部
2020-1-2 20:45:21.1,36°11.7'N,140°49.2'E,43,1.0,茨城県沖
2020-1-2 20:46:37.6,36°18.4'N,141°19.7'E,54,1.4,茨城県沖
2020-1-2 20:48:24.3,27°55.3'N,129°28.7'E,22,1.7,奄美大島近海
2020-1-2 20:48:44.9,36°51.1'N,140°37.9'E,8,0.4,茨城県北部
2020-1-2 20:51:5.8,35°26.2'N,133°49.7'E,10,1.2,鳥取県中部
2020-1-2 20:51:38.8,26°44.7'N,129°59.0'E,52,2.4,奄美大島近海
2020-1-2 20:55:13.5,32°24.2'N,130°29.6'E,11,-0.1,熊本県天草・芦北地方
2020-1-2 20:56:1.4,34°8.0'N,135°11.9'E,5,0.2,和歌山県北部
2020-1-2 20:58:39.3,35°3.9'N,134°18.0'E,10,-0.2,岡山県北部
2020-1-2 20:58:41.5,37°8.7'N,141°15.5'E,46,1.0,福島県沖
2020-1-2 20:59:14.5,43°13.7'N,145°57.0'E,51,2.9,根室半島南東沖
2020-1-2 21:00:42.7,43°5.7'N,143°47.5'E,128,2.0,釧路地方中南部
2020-1-2 21:03:13.2,39°27.1'N,142°30.7'E,33,1.3,岩手県沖
2020-1-2 21:12:12.8,37°11.3'N,141°22.4'E,20,1.4,福島県沖
2020-1-2 21:12:16.5,25°1.9'N,125°42.9'E,53,1.6,宮古島近海
2020-1-2 21:13:57.8,34°36.6'N,139°14.0'E,10,0.7,伊豆大島近海
2020-1-2 21:14:27.1,35°15.0'N,140°32.3'E,51,0.9,千葉県東方沖
2020-1-2 21:19:4.1,38°11.0'N,142°43.1'E,16,1.8,宮城県沖
2020-1-2 21:19:9.5,36°53.5'N,135°33.6'E,373,2.6,石川県西方沖
2020-1-2 21:30:32.1,36°3.4'N,137°34.7'E,8,0.1,岐阜県飛騨地方
2020-1-2 21:32:10.1,35°51.8'N,138°46.4'E,11,0.6,山梨県中・西部
2020-1-2 21:35:17.9,36°52.3'N,139°33.8'E,8,0.5,栃木県北部
2020-1-2 21:35:49.9,33°50.5'N,134°57.5'E,12,0.6,紀伊水道
2020-1-2 21:36:35.7,36°6.8'N,137°16.7'E,13,0.0,岐阜県飛騨地方
2020-1-2 21:37:26.7,36°48.4'N,140°34.2'E,9,0.3,茨城県北部
2020-1-2 21:39:7.3,33°23.4'N,134°22.2'E,14,0.6,四国沖
2020-1-2 21:40:31.8,33°23.4'N,134°22.5'E,12,0.8,四国沖
2020-1-2 21:46:49.7,36°52.1'N,139°33.4'E,7,0.3,栃木県北部
2020-1-2 21:47:0.7,36°13.9'N,137°34.1'E,23,0.1,岐阜県飛騨地方
2020-1-2 21:47:3.0,36°15.9'N,137°34.0'E,29,0.3,岐阜県飛騨地方
2020-1-2 21:48:38.6,36°52.1'N,139°33.4'E,7,1.5,栃木県北部
2020-1-2 21:51:50.9,33°47.7'N,134°58.3'E,36,0.6,紀伊水道
2020-1-2 21:52:29.7,32°45.3'N,130°43.1'E,12,-0.2,熊本県熊本地方
2020-1-2 21:52:48.6,38°7.4'N,142°2.3'E,44,1.1,宮城県沖
2020-1-2 21:59:44.8,41°2.2'N,143°1.5'E,22,3.0,青森県東方沖
2020-1-2 22:00:0.3,32°45.5'N,130°43.4'E,11,0.3,熊本県熊本地方
2020-1-2 22:01:13.8,32°45.4'N,130°43.5'E,11,0.7,熊本県熊本地方
2020-1-2 22:01:49.5,32°53.7'N,132°6.8'E,12,0.5,豊後水道
2020-1-2 22:02:29.8,36°50.6'N,140°34.4'E,5,0.4,茨城県北部
2020-1-2 22:05:30.0,38°47.1'N,141°44.1'E,52,0.7,宮城県沖
2020-1-2 22:10:47.0,36°49.9'N,138°34.6'E,10,0.2,長野県北部
2020-1-2 22:12:15.8,32°25.3'N,132°3.9'E,23,0.5,日向灘
2020-1-2 22:12:49.9,39°27.3'N,142°32.3'E,32,1.5,岩手県沖
2020-1-2 22:13:44.2,38°19.3'N,142°10.0'E,31,1.2,宮城県沖
2020-1-2 22:19:36.7,35°26.6'N,133°49.7'E,9,0.2,鳥取県中部
2020-1-2 22:20:13.4,32°52.0'N,130°52.6'E,12,0.4,熊本県熊本地方
2020-1-2 22:20:20.9,32°8.6'N,130°3.9'E,7,0.7,天草灘
2020-1-2 22:20:35.5,37°12.5'N,142°1.7'E,26,1.7,福島県沖
2020-1-2 22:23:6.4,32°48.1'N,130°46.8'E,12,-0.5,熊本県熊本地方
2020-1-2 22:23:26.0,24°42.1'N,122°5.7'E,66,1.9,台湾付近
2020-1-2 22:23:33.3,33°18.0'N,131°52.0'E,63,0.6,伊予灘
2020-1-2 22:24:20.9,36°46.3'N,140°34.3'E,10,0.3,茨城県北部
2020-1-2 22:24:29.2,35°3.6'N,137°54.6'E,21,0.1,静岡県西部
2020-1-2 22:26:17.5,39°1.2'N,140°23.5'E,5,0.6,秋田県内陸南部
2020-1-2 22:27:0.0,24°48.5'N,125°57.0'E,45,2.9,宮古島近海
2020-1-2 22:29:44.0,34°14.7'N,135°12.8'E,7,0.2,和歌山県北部
2020-1-2 22:31:33.8,32°45.4'N,130°33.8'E,12,0.2,有明海
2020-1-2 22:32:39.0,35°59.6'N,139°59.9'E,28,0.6,茨城県南部
2020-1-2 22:34:55.2,24°19.7'N,123°27.3'E,18,1.1,西表島付近
2020-1-2 22:36:19.0,24°25.0'N,124°21.2'E,0,0.2,石垣島近海
2020-1-2 22:39:14.2,35°36.3'N,140°41.3'E,48,0.6,千葉県東方沖
2020-1-2 22:46:7.2,35°21.7'N,136°23.4'E,16,0.7,滋賀県北部
2020-1-2 22:46:25.2,41°51.3'N,141°22.0'E,92,1.1,苫小牧沖
2020-1-2 22:58:9.2,41°5.5'N,143°50.1'E,49,1.8,十勝沖
2020-1-2 23:03:44.9,41°50.8'N,141°41.1'E,68,1.2,苫小牧沖
2020-1-2 23:05:52.2,32°52.0'N,130°52.6'E,12,0.3,熊本県熊本地方
2020-1-2 23:05:56.8,39°27.6'N,142°31.5'E,31,1.5,岩手県沖
2020-1-2 23:11:42.7,32°58.4'N,131°4.1'E,10,0.2,熊本県阿蘇地方
2020-1-2 23:12:3.7,34°1.6'N,135°16.1'E,7,-0.1,和歌山県北部
2020-1-2 23:14:28.9,38°32.8'N,142°2.8'E,36,0.8,宮城県沖
2020-1-2 23:18:47.4,36°3.1'N,137°34.4'E,9,0.2,岐阜県飛騨地方
2020-1-2 23:22:3.0,36°50.5'N,140°34.0'E,4,0.1,茨城県北部
2020-1-2 23:28:17.8,34°2.4'N,134°43.2'E,41,0.8,紀伊水道
2020-1-2 23:31:23.0,36°45.8'N,140°34.2'E,8,-0.2,茨城県北部
2020-1-2 23:31:23.4,33°44.2'N,133°34.7'E,38,0.7,高知県中部
2020-1-2 23:35:0.7,31°18.6'N,128°48.2'E,3,1.8,薩摩半島西方沖
2020-1-2 23:38:2.1,37°30.7'N,141°24.7'E,49,2.8,福島県沖
2020-1-2 23:41:36.3,32°51.8'N,130°52.4'E,12,0.2,熊本県熊本地方
2020-1-2 23:50:30.9,36°48.1'N,140°35.2'E,8,0.5,茨城県北部
2020-1-2 23:52:28.1,32°33.2'N,130°0.2'E,12,0.3,天草灘
2020-1-2 23:54:57.9,35°59.1'N,136°40.9'E,5,0.4,福井県嶺北
2020-1-2 23:55:17.8,36°5.5'N,141°13.2'E,50,1.0,茨城県沖
2020-1-2 23:57:38.0,34°7.3'N,135°12.6'E,7,-0.2,和歌山県北部
2020-1-2 23:59:55.1,38°20.4'N,142°7.5'E,33,2.0,宮城県沖
